fold,split,task_id,impl_index,sim
fold_0,test,BigCodeBench/569,3,0.99221426
fold_0,test,BigCodeBench/1102,1,0.9894357
fold_0,test,BigCodeBench/1102,2,0.97169256
fold_0,test,BigCodeBench/1102,3,0.9813429
fold_0,test,BigCodeBench/664,1,0.9918779
fold_0,test,BigCodeBench/664,2,0.9877039
fold_0,test,BigCodeBench/664,3,0.9861688
fold_0,test,BigCodeBench/429,1,0.9964756
fold_0,test,BigCodeBench/429,2,0.9934665
fold_0,test,BigCodeBench/429,3,0.9937098
fold_0,test,BigCodeBench/849,1,0.996002
fold_0,test,BigCodeBench/849,2,0.99336255
fold_0,test,BigCodeBench/849,3,0.98794895
fold_0,test,BigCodeBench/66,1,0.9916557
fold_0,test,BigCodeBench/66,2,0.9501514
fold_0,test,BigCodeBench/66,3,0.9695207
fold_0,test,BigCodeBench/469,1,0.9948566
fold_0,test,BigCodeBench/469,2,0.9950346
fold_0,test,BigCodeBench/469,3,0.99653304
fold_0,test,BigCodeBench/635,1,0.9934814
fold_0,test,BigCodeBench/635,2,0.9917352
fold_0,test,BigCodeBench/635,3,0.9900017
fold_0,test,BigCodeBench/329,1,0.9766538
fold_0,test,BigCodeBench/329,2,0.97295403
fold_0,test,BigCodeBench/329,3,0.98633707
fold_0,test,BigCodeBench/773,1,0.9927763
fold_0,test,BigCodeBench/773,2,0.99162465
fold_0,test,BigCodeBench/773,3,0.9955612
fold_0,test,BigCodeBench/229,1,0.99542654
fold_0,test,BigCodeBench/229,2,0.9965595
fold_0,test,BigCodeBench/229,3,0.997355
fold_0,test,BigCodeBench/726,1,0.9829284
fold_0,test,BigCodeBench/726,2,0.9756937
fold_0,test,BigCodeBench/726,3,0.97939575
fold_0,test,BigCodeBench/51,1,0.997139
fold_0,test,BigCodeBench/51,2,0.9939466
fold_0,test,BigCodeBench/51,3,0.997511
fold_0,test,BigCodeBench/951,1,0.9948144
fold_0,test,BigCodeBench/951,2,0.99479127
fold_0,test,BigCodeBench/951,3,0.9917244
fold_0,test,BigCodeBench/476,1,0.96747875
fold_0,test,BigCodeBench/476,2,0.97446376
fold_0,test,BigCodeBench/476,3,0.96478736
fold_0,test,BigCodeBench/188,1,0.9764359
fold_0,test,BigCodeBench/188,2,0.98027915
fold_0,test,BigCodeBench/188,3,0.98947823
fold_0,test,BigCodeBench/528,1,0.9922797
fold_0,test,BigCodeBench/528,2,0.9795599
fold_0,test,BigCodeBench/528,3,0.99504507
fold_0,test,BigCodeBench/582,1,0.996163
fold_0,test,BigCodeBench/582,2,0.99059844
fold_0,test,BigCodeBench/582,3,0.9941267
fold_0,test,BigCodeBench/348,1,0.94016296
fold_0,test,BigCodeBench/348,2,0.949028
fold_0,test,BigCodeBench/348,3,0.97542816
fold_0,test,BigCodeBench/886,1,0.99317825
fold_0,test,BigCodeBench/886,2,0.9845189
fold_0,test,BigCodeBench/886,3,0.9718101
fold_0,test,BigCodeBench/779,1,0.98751795
fold_0,test,BigCodeBench/779,2,0.9871352
fold_0,test,BigCodeBench/779,3,0.9836887
fold_0,test,BigCodeBench/241,1,0.9929817
fold_0,test,BigCodeBench/241,2,0.9931905
fold_0,test,BigCodeBench/241,3,0.989504
fold_0,test,BigCodeBench/1097,1,0.99843264
fold_0,test,BigCodeBench/1097,2,0.9964875
fold_0,test,BigCodeBench/1097,3,0.9975359
fold_0,test,BigCodeBench/763,1,0.98397875
fold_0,test,BigCodeBench/763,2,0.9933946
fold_0,test,BigCodeBench/763,3,0.99485826
fold_0,test,BigCodeBench/620,1,0.99533784
fold_0,test,BigCodeBench/620,2,0.969129
fold_0,test,BigCodeBench/620,3,0.99404544
fold_0,test,BigCodeBench/395,1,0.9958244
fold_0,test,BigCodeBench/395,2,0.9939535
fold_0,test,BigCodeBench/395,3,0.99335116
fold_0,test,BigCodeBench/618,1,0.9920931
fold_0,test,BigCodeBench/618,2,0.98544866
fold_0,test,BigCodeBench/618,3,0.9821377
fold_0,test,BigCodeBench/332,1,0.9863332
fold_0,test,BigCodeBench/332,2,0.99182546
fold_0,test,BigCodeBench/332,3,0.98809636
fold_0,test,BigCodeBench/955,1,0.98387396
fold_0,test,BigCodeBench/955,2,0.9800062
fold_0,test,BigCodeBench/955,3,0.9939151
fold_0,test,BigCodeBench/1041,1,0.993292
fold_0,test,BigCodeBench/1041,2,0.99178416
fold_0,test,BigCodeBench/1041,3,0.9839011
fold_0,test,BigCodeBench/413,1,0.9915599
fold_0,test,BigCodeBench/413,2,0.98651123
fold_0,test,BigCodeBench/413,3,0.9931121
fold_0,test,BigCodeBench/93,1,0.98013794
fold_0,test,BigCodeBench/93,2,0.980872
fold_0,test,BigCodeBench/93,3,0.9883814
fold_0,test,BigCodeBench/900,1,0.9879372
fold_0,test,BigCodeBench/900,2,0.9865457
fold_0,test,BigCodeBench/900,3,0.9813144
fold_0,test,BigCodeBench/997,1,0.9976462
fold_0,test,BigCodeBench/997,2,0.9982836
fold_0,test,BigCodeBench/997,3,0.9978074
fold_0,test,BigCodeBench/1039,1,0.9942568
fold_0,test,BigCodeBench/1039,2,0.9962846
fold_0,test,BigCodeBench/1039,3,0.99634683
fold_0,test,BigCodeBench/443,1,0.99846566
fold_0,test,BigCodeBench/443,2,0.9971242
fold_0,test,BigCodeBench/443,3,0.99238545
fold_0,test,BigCodeBench/947,1,0.9935119
fold_0,test,BigCodeBench/947,2,0.9923455
fold_0,test,BigCodeBench/947,3,0.99566954
fold_0,test,BigCodeBench/1120,1,0.959561
fold_0,test,BigCodeBench/1120,2,0.96151423
fold_0,test,BigCodeBench/1120,3,0.9680458
fold_0,test,BigCodeBench/885,1,0.95990056
fold_0,test,BigCodeBench/885,2,0.9587127
fold_0,test,BigCodeBench/885,3,0.9720346
fold_0,test,BigCodeBench/363,1,0.99540985
fold_0,test,BigCodeBench/363,2,0.9960418
fold_0,test,BigCodeBench/363,3,0.99664927
fold_0,test,BigCodeBench/513,1,0.9935589
fold_0,test,BigCodeBench/513,2,0.9894872
fold_0,test,BigCodeBench/513,3,0.9945144
fold_0,test,BigCodeBench/172,1,0.9462765
fold_0,test,BigCodeBench/172,2,0.9940299
fold_0,test,BigCodeBench/172,3,0.9915192
fold_0,test,BigCodeBench/117,1,0.9965724
fold_0,test,BigCodeBench/117,2,0.9969839
fold_0,test,BigCodeBench/117,3,0.9958974
fold_0,test,BigCodeBench/321,1,0.99068856
fold_0,test,BigCodeBench/321,2,0.9912379
fold_0,test,BigCodeBench/321,3,0.9951843
fold_0,test,BigCodeBench/115,1,0.9939447
fold_0,test,BigCodeBench/115,2,0.9519062
fold_0,test,BigCodeBench/115,3,0.98183966
fold_0,test,BigCodeBench/41,1,0.9879865
fold_0,test,BigCodeBench/41,2,0.980895
fold_0,test,BigCodeBench/41,3,0.9912065
fold_0,test,BigCodeBench/8,1,0.9920668
fold_0,test,BigCodeBench/8,2,0.99403274
fold_0,test,BigCodeBench/8,3,0.99172086
fold_0,test,BigCodeBench/818,1,0.99519414
fold_0,test,BigCodeBench/818,2,0.99331665
fold_0,test,BigCodeBench/818,3,0.99345237
fold_0,test,BigCodeBench/50,1,0.9944457
fold_0,test,BigCodeBench/50,2,0.99675584
fold_0,test,BigCodeBench/50,3,0.98756117
fold_0,test,BigCodeBench/125,1,0.99744284
fold_0,test,BigCodeBench/125,2,0.99404657
fold_0,test,BigCodeBench/125,3,0.9971746
fold_0,test,BigCodeBench/614,1,0.98636734
fold_0,test,BigCodeBench/614,2,0.9874829
fold_0,test,BigCodeBench/614,3,0.9917927
fold_0,test,BigCodeBench/323,1,0.9906018
fold_0,test,BigCodeBench/323,2,0.9945961
fold_0,test,BigCodeBench/323,3,0.9934957
fold_0,test,BigCodeBench/317,1,0.9979535
fold_0,test,BigCodeBench/317,2,0.9951207
fold_0,test,BigCodeBench/317,3,0.99525404
fold_0,test,BigCodeBench/864,1,0.9900821
fold_0,test,BigCodeBench/864,2,0.96662486
fold_0,test,BigCodeBench/864,3,0.9828236
fold_0,test,BigCodeBench/993,1,0.99417394
fold_0,test,BigCodeBench/993,2,0.9877782
fold_0,test,BigCodeBench/993,3,0.9850493
fold_0,test,BigCodeBench/1122,1,0.98619616
fold_0,test,BigCodeBench/1122,2,0.9904017
fold_0,test,BigCodeBench/1122,3,0.98836565
fold_0,test,BigCodeBench/383,1,0.98406816
fold_0,test,BigCodeBench/383,2,0.9883168
fold_0,test,BigCodeBench/383,3,0.9821002
fold_0,test,BigCodeBench/17,1,0.99323225
fold_0,test,BigCodeBench/17,2,0.9878434
fold_0,test,BigCodeBench/17,3,0.9940468
fold_0,test,BigCodeBench/1085,1,0.9795336
fold_0,test,BigCodeBench/1085,2,0.98705196
fold_0,test,BigCodeBench/1085,3,0.96987677
fold_0,test,BigCodeBench/917,1,0.9896457
fold_0,test,BigCodeBench/917,2,0.99417955
fold_0,test,BigCodeBench/917,3,0.99260515
fold_0,test,BigCodeBench/1104,1,0.9897169
fold_0,test,BigCodeBench/1104,2,0.9723366
fold_0,test,BigCodeBench/1104,3,0.9937468
fold_0,test,BigCodeBench/511,1,0.9770774
fold_0,test,BigCodeBench/511,2,0.987487
fold_0,test,BigCodeBench/511,3,0.99222726
fold_0,test,BigCodeBench/291,1,0.9423579
fold_0,test,BigCodeBench/291,2,0.9436993
fold_0,test,BigCodeBench/291,3,0.96456605
fold_0,test,BigCodeBench/798,1,0.98612213
fold_0,test,BigCodeBench/798,2,0.9900662
fold_0,test,BigCodeBench/798,3,0.9801642
fold_0,test,BigCodeBench/607,1,0.9670454
fold_0,test,BigCodeBench/607,2,0.9782018
fold_0,test,BigCodeBench/607,3,0.9818951
fold_0,test,BigCodeBench/365,1,0.99741423
fold_0,test,BigCodeBench/365,2,0.9980098
fold_0,test,BigCodeBench/365,3,0.9973034
fold_0,test,BigCodeBench/256,1,0.9965608
fold_0,test,BigCodeBench/256,2,0.99409306
fold_0,test,BigCodeBench/256,3,0.99727196
fold_0,test,BigCodeBench/857,1,0.5354817
